,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,II_00,II_01,II_10,II_11,IX_00,IX_01,IX_10,IX_11,IY_00,IY_01,IY_10,IY_11,IZ_00,IZ_01,IZ_10,IZ_11,XI_00,XI_01,XI_10,XI_11,XX_00,XX_01,XX_10,XX_11,XY_00,XY_01,XY_10,XY_11,XZ_00,XZ_01,XZ_10,XZ_11,YI_00,YI_01,YI_10,YI_11,YX_00,YX_01,YX_10,YX_11,YY_00,YY_01,YY_10,YY_11,YZ_00,YZ_01,YZ_10,YZ_11,ZI_00,ZI_01,ZI_10,ZI_11,ZX_00,ZX_01,ZX_10,ZX_11,ZY_00,ZY_01,ZY_10,ZY_11,ZZ_00,ZZ_01,ZZ_10,ZZ_11
312,(0.13975567728899124+0j),(0.09401994466233385-0.07683323151385794j),(0.17650207035190382+0.0678366522355297j),(0.263479918603176-0.01744914792037991j),(0.09401994466233385+0.07683323151385794j),(0.1054919252309455+0j),(0.08144646358371914+0.14267200524565882j),(0.18684780679496515+0.13311406036795537j),(0.17650207035190382-0.0678366522355297j),(0.08144646358371914-0.14267200524565882j),(0.25583785158936845+0j),(0.3242877872976438-0.14992883830990905j),(0.263479918603176+0.01744914792037991j),(0.18684780679496515-0.13311406036795537j),(0.3242877872976438+0.14992883830990905j),(0.4989145458906947+0j),(165+0j),(121+0j),(294+0j),(420+0j),(413+0j),(451+0j),(27+0j),(109+0j),(131+0j),(188+0j),(308+0j),(373+0j),(162+0j),(124+0j),(273+0j),(441+0j),(243+0j),(44+0j),(636+0j),(77+0j),(761+0j),(76+0j),(118+0j),(45+0j),(334+0j),(32+0j),(550+0j),(84+0j),(239+0j),(30+0j),(666+0j),(65+0j),(224+0j),(64+0j),(515+0j),(197+0j),(622+0j),(245+0j),(93+0j),(40+0j),(185+0j),(138+0j),(529+0j),(148+0j),(233+0j),(63+0j),(491+0j),(213+0j),(172+0j),(119+0j),(250+0j),(459+0j),(392+0j),(463+0j),(38+0j),(107+0j),(139+0j),(177+0j),(274+0j),(410+0j),(169+0j),(119+0j),(286+0j),(426+0j)
313,(0.028212813849498794+0j),(-0.011050533748952452+0.11722470155095109j),(0.007553300617335371+0.03419741614822637j),(-0.04012852197593117-0.10351952538986277j),(-0.011050533748952452-0.11722470155095109j),(0.49139887371045005+0j),(0.13913230772872373-0.04477869944500924j),(-0.4144075789285323+0.20728170017006028j),(0.007553300617335371-0.03419741614822637j),(0.13913230772872373+0.04477869944500924j),(0.043473707655452526+0j),(-0.13622189901153214+0.020925869838436507j),(-0.04012852197593117+0.10351952538986277j),(-0.4144075789285323-0.20728170017006028j),(-0.13622189901153214-0.020925869838436507j),(0.43691460478459926+0j),(82+0j),(470+0j),(78+0j),(370+0j),(56+0j),(81+0j),(85+0j),(778+0j),(35+0j),(226+0j),(131+0j),(608+0j),(76+0j),(492+0j),(72+0j),(360+0j),(285+0j),(269+0j),(110+0j),(336+0j),(52+0j),(83+0j),(317+0j),(548+0j),(146+0j),(134+0j),(238+0j),(482+0j),(312+0j),(252+0j),(123+0j),(313+0j),(181+0j),(371+0j),(225+0j),(223+0j),(35+0j),(101+0j),(367+0j),(497+0j),(180+0j),(134+0j),(211+0j),(475+0j),(176+0j),(352+0j),(226+0j),(246+0j),(82+0j),(461+0j),(83+0j),(374+0j),(56+0j),(89+0j),(79+0j),(776+0j),(32+0j),(255+0j),(103+0j),(610+0j),(76+0j),(469+0j),(65+0j),(390+0j)
314,(0.7160039852715544+0j),(-0.001835211424576988-0.09938475156680716j),(-0.330721426890332+0.23505958224591192j),(0.15331424209487904+0.07298393838859468j),(-0.001835211424576988+0.09938475156680716j),(0.013799779118857122+0j),(-0.031779703621755646-0.04650819208426628j),(-0.010523481417359471+0.021093677151787685j),(-0.330721426890332-0.23505958224591192j),(-0.031779703621755646+0.04650819208426628j),(0.22992842609327346+0j),(-0.046855508530752016-0.08404329470359116j),(0.15331424209487904-0.07298393838859468j),(-0.010523481417359471-0.021093677151787685j),(-0.046855508530752016+0.08404329470359116j),(0.040267809516315006+0j),(692+0j),(35+0j),(239+0j),(34+0j),(191+0j),(32+0j),(714+0j),(63+0j),(264+0j),(19+0j),(646+0j),(71+0j),(685+0j),(39+0j),(235+0j),(41+0j),(400+0j),(335+0j),(86+0j),(179+0j),(128+0j),(74+0j),(338+0j),(460+0j),(111+0j),(169+0j),(374+0j),(346+0j),(388+0j),(344+0j),(99+0j),(169+0j),(448+0j),(267+0j),(230+0j),(55+0j),(139+0j),(57+0j),(550+0j),(254+0j),(155+0j),(129+0j),(513+0j),(203+0j),(454+0j),(259+0j),(229+0j),(58+0j),(680+0j),(38+0j),(233+0j),(49+0j),(187+0j),(30+0j),(734+0j),(49+0j),(269+0j),(18+0j),(659+0j),(54+0j),(726+0j),(30+0j),(196+0j),(48+0j)
315,(0.3399196339714825+0j),(-0.29750607253284017+0.09401408347024581j),(-0.24116372667721675-0.026795022009418135j),(-0.24991326900058058-0.075440089048363j),(-0.29750607253284017-0.09401408347024581j),(0.2863868436997462+0j),(0.20366156234196664+0.09015209899246747j),(0.19786525279399708+0.13514739057498174j),(-0.24116372667721675+0.026795022009418135j),(0.20366156234196664-0.09015209899246747j),(0.17321128403623798+0j),(0.18325341615875898+0.03382264607113765j),(-0.24991326900058058+0.075440089048363j),(0.19786525279399708-0.13514739057498174j),(0.18325341615875898-0.03382264607113765j),(0.2004822382925334+0j),(380+0j),(269+0j),(180+0j),(171+0j),(73+0j),(399+0j),(464+0j),(64+0j),(283+0j),(137+0j),(258+0j),(322+0j),(370+0j),(285+0j),(162+0j),(183+0j),(89+0j),(549+0j),(343+0j),(19+0j),(187+0j),(286+0j),(262+0j),(265+0j),(167+0j),(245+0j),(283+0j),(305+0j),(93+0j),(532+0j),(355+0j),(20+0j),(251+0j),(374+0j),(170+0j),(205+0j),(259+0j),(218+0j),(152+0j),(371+0j),(363+0j),(76+0j),(55+0j),(506+0j),(259+0j),(376+0j),(161+0j),(204+0j),(348+0j),(297+0j),(171+0j),(184+0j),(76+0j),(414+0j),(443+0j),(67+0j),(288+0j),(118+0j),(247+0j),(347+0j),(356+0j),(280+0j),(175+0j),(189+0j)
316,(0.5988944673732899+0j),(-0.21258690900775806-0.3397543494491764j),(-0.1421807816749855+0.22125786534097353j),(-0.03181424956328617-0.0970108671418728j),(-0.21258690900775806+0.3397543494491764j),(0.2682045345244237+0j),(-0.0750508673088612-0.1591984395628508j),(0.06632747369761312+0.01638721220002155j),(-0.1421807816749855-0.22125786534097353j),(-0.0750508673088612+0.1591984395628508j),(0.11549683862723092+0j),(-0.02828719153422593+0.03478448207806309j),(-0.03181424956328617+0.0970108671418728j),(0.06632747369761312-0.01638721220002155j),(-0.02828719153422593-0.03478448207806309j),(0.017404159475055487+0j),(594+0j),(252+0j),(127+0j),(27+0j),(259+0j),(197+0j),(464+0j),(80+0j),(172+0j),(134+0j),(531+0j),(163+0j),(615+0j),(254+0j),(111+0j),(20+0j),(287+0j),(584+0j),(46+0j),(83+0j),(84+0j),(357+0j),(223+0j),(336+0j),(132+0j),(144+0j),(166+0j),(558+0j),(261+0j),(575+0j),(58+0j),(106+0j),(741+0j),(132+0j),(42+0j),(85+0j),(335+0j),(113+0j),(449+0j),(103+0j),(284+0j),(25+0j),(487+0j),(204+0j),(727+0j),(116+0j),(38+0j),(119+0j),(587+0j),(267+0j),(122+0j),(24+0j),(239+0j),(204+0j),(483+0j),(74+0j),(168+0j),(137+0j),(555+0j),(140+0j),(584+0j),(286+0j),(108+0j),(22+0j)
317,(0.6524997351275907+0j),(0.014863497432924755-0.35219875529107947j),(-0.05934375487838895+0.13601753064248367j),(-0.09588479606639627+0.2669505572192176j),(0.014863497432924755+0.35219875529107947j),(0.19044434824211123+0j),(-0.0747697786096482-0.028933498925081624j),(-0.14627567224742935-0.04567463448571427j),(-0.05934375487838895-0.13601753064248367j),(-0.0747697786096482+0.028933498925081624j),(0.033750894750691346+0j),(0.06436802525706588-0.004290936983460628j),(-0.09588479606639627-0.2669505572192176j),(-0.14627567224742935+0.04567463448571427j),(0.06436802525706588+0.004290936983460628j),(0.12330502187960676+0j),(654+0j),(200+0j),(39+0j),(107+0j),(301+0j),(36+0j),(398+0j),(265+0j),(241+0j),(200+0j),(459+0j),(100+0j),(611+0j),(211+0j),(51+0j),(127+0j),(469+0j),(391+0j),(124+0j),(16+0j),(148+0j),(191+0j),(439+0j),(222+0j),(153+0j),(285+0j),(424+0j),(138+0j),(448+0j),(402+0j),(125+0j),(25+0j),(727+0j),(93+0j),(96+0j),(84+0j),(208+0j),(129+0j),(619+0j),(44+0j),(425+0j),(34+0j),(415+0j),(126+0j),(747+0j),(98+0j),(93+0j),(62+0j),(645+0j),(203+0j),(49+0j),(103+0j),(330+0j),(41+0j),(374+0j),(255+0j),(254+0j),(174+0j),(465+0j),(107+0j),(650+0j),(187+0j),(42+0j),(121+0j)
318,(0.23695214786719737+0j),(-0.18044459942397034-0.2628741943362767j),(-0.19026544585322225+0.05788753672797088j),(-0.1900908401755898+0.058790285475377214j),(-0.18044459942397034+0.2628741943362767j),(0.4290448363700925+0j),(0.08067127795120978-0.2551627816393698j),(0.07953680416129198-0.2556565387558388j),(-0.19026544585322225-0.05788753672797088j),(0.08067127795120978+0.2551627816393698j),(0.16691938499044523+0j),(0.16699972388730572-0.000767536344922666j),(-0.1900908401755898-0.058790285475377214j),(0.07953680416129198+0.2556565387558388j),(0.16699972388730572+0.000767536344922666j),(0.16708363077226512+0j),(271+0j),(421+0j),(153+0j),(155+0j),(69+0j),(360+0j),(374+0j),(197+0j),(188+0j),(520+0j),(237+0j),(55+0j),(270+0j),(413+0j),(164+0j),(153+0j),(209+0j),(486+0j),(290+0j),(15+0j),(169+0j),(257+0j),(323+0j),(251+0j),(419+0j),(283+0j),(72+0j),(226+0j),(191+0j),(464+0j),(322+0j),(23+0j),(556+0j),(95+0j),(190+0j),(159+0j),(201+0j),(191+0j),(569+0j),(39+0j),(604+0j),(102+0j),(139+0j),(155+0j),(576+0j),(99+0j),(161+0j),(164+0j),(271+0j),(399+0j),(166+0j),(164+0j),(61+0j),(357+0j),(355+0j),(227+0j),(200+0j),(497+0j),(247+0j),(56+0j),(261+0j),(409+0j),(152+0j),(178+0j)
319,(0.10300372298749114+0j),(-0.24600191145352546-0.06892343707513787j),(-0.11751008097312625+0.07985567982197801j),(0.014595251623981268+0.08202441905347699j),(-0.24600191145352546+0.06892343707513787j),(0.6336409862094479+0j),(0.227212919420275-0.2693480171745071j),(-0.08974301525027603-0.1861312233194457j),(-0.11751008097312625-0.07985567982197801j),(0.227212919420275+0.2693480171745071j),(0.1959691178598691+0j),(0.046940308613390505-0.1048914500562824j),(0.014595251623981268-0.08202441905347699j),(-0.08974301525027603+0.1861312233194457j),(0.046940308613390505+0.1048914500562824j),(0.06738617294319209+0j),(166+0j),(568+0j),(189+0j),(77+0j),(61+0j),(267+0j),(298+0j),(374+0j),(109+0j),(490+0j),(239+0j),(162+0j),(163+0j),(602+0j),(178+0j),(57+0j),(176+0j),(554+0j),(192+0j),(78+0j),(177+0j),(165+0j),(161+0j),(497+0j),(314+0j),(299+0j),(26+0j),(361+0j),(173+0j),(568+0j),(182+0j),(77+0j),(470+0j),(271+0j),(229+0j),(30+0j),(114+0j),(210+0j),(567+0j),(109+0j),(505+0j),(120+0j),(172+0j),(203+0j),(419+0j),(291+0j),(253+0j),(37+0j),(172+0j),(558+0j),(194+0j),(76+0j),(78+0j),(244+0j),(291+0j),(387+0j),(125+0j),(499+0j),(234+0j),(142+0j),(153+0j),(608+0j),(174+0j),(65+0j)
320,(0.39998526759444775+0j),(-0.2927580961002335+0.03679896104590273j),(-0.10355834564447527-0.2920733803976183j),(0.1893418060962446-0.14510023056582j),(-0.2927580961002335-0.03679896104590273j),(0.21766168261618224+0j),(0.0489256698779499+0.22330244019056217j),(-0.15193280683246552+0.0887824836920337j),(-0.10355834564447527+0.2920733803976183j),(0.0489256698779499-0.22330244019056217j),(0.24008681886473932+0j),(0.056932073458909715+0.17582657883903774j),(0.1893418060962446+0.14510023056582j),(-0.15193280683246552-0.0887824836920337j),(0.056932073458909715-0.17582657883903774j),(0.14226623092463095+0j),(423+0j),(231+0j),(235+0j),(111+0j),(231+0j),(51+0j),(425+0j),(293+0j),(585+0j),(118+0j),(68+0j),(229+0j),(414+0j),(197+0j),(240+0j),(149+0j),(67+0j),(556+0j),(245+0j),(132+0j),(131+0j),(146+0j),(196+0j),(527+0j),(231+0j),(470+0j),(83+0j),(216+0j),(100+0j),(547+0j),(221+0j),(132+0j),(294+0j),(356+0j),(46+0j),(304+0j),(165+0j),(79+0j),(141+0j),(615+0j),(218+0j),(476+0j),(122+0j),(184+0j),(293+0j),(338+0j),(51+0j),(318+0j),(400+0j),(232+0j),(241+0j),(127+0j),(244+0j),(51+0j),(378+0j),(327+0j),(593+0j),(98+0j),(50+0j),(259+0j),(411+0j),(236+0j),(223+0j),(130+0j)
321,(0.3101251860809212+0j),(-0.058600313157981004-0.10009175158636116j),(0.050597856980517095+0.16973178801953492j),(0.381560335682365-0.15342062064790263j),(-0.058600313157981004+0.10009175158636116j),(0.043377178125510715+0j),(-0.06434112133586815-0.015741732752524027j),(-0.022582546738749265+0.15213707517736286j),(0.050597856980517095-0.16973178801953492j),(-0.06434112133586815+0.015741732752524027j),(0.1011495499341484+0j),(-0.02171452455197795-0.23385934419135612j),(0.381560335682365+0.15342062064790263j),(-0.022582546738749265-0.15213707517736286j),(-0.02171452455197795+0.23385934419135612j),(0.5453480858594197+0j),(303+0j),(80+0j),(139+0j),(478+0j),(282+0j),(273+0j),(160+0j),(285+0j),(65+0j),(144+0j),(378+0j),(413+0j),(328+0j),(65+0j),(141+0j),(466+0j),(160+0j),(253+0j),(275+0j),(312+0j),(371+0j),(167+0j),(67+0j),(395+0j),(161+0j),(72+0j),(301+0j),(466+0j),(147+0j),(252+0j),(325+0j),(276+0j),(309+0j),(69+0j),(517+0j),(105+0j),(504+0j),(53+0j),(308+0j),(135+0j),(91+0j),(136+0j),(742+0j),(31+0j),(279+0j),(79+0j),(539+0j),(103+0j),(308+0j),(75+0j),(123+0j),(494+0j),(264+0j),(268+0j),(186+0j),(282+0j),(71+0j),(143+0j),(366+0j),(420+0j),(321+0j),(76+0j),(138+0j),(465+0j)
322,(0.2695478501474339+0j),(0.0072093352051847-0.21537623957536522j),(-0.3161583914040282-0.15010348740780705j),(0.12332062133133623-0.11295019481120605j),(0.0072093352051847+0.21537623957536522j),(0.17228443507275343+0j),(0.11148088484861586-0.25663403276690805j),(0.09354868866822533+0.09551564167354193j),(-0.3161583914040282+0.15010348740780705j),(0.11148088484861586+0.25663403276690805j),(0.4544172224715273+0j),(-0.0817466401993379+0.20115540599472995j),(0.12332062133133623+0.11295019481120605j),(0.09354868866822533-0.09551564167354193j),(-0.0817466401993379-0.20115540599472995j),(0.10375049230828547+0j),(304+0j),(176+0j),(418+0j),(102+0j),(98+0j),(197+0j),(638+0j),(67+0j),(492+0j),(76+0j),(218+0j),(214+0j),(275+0j),(186+0j),(434+0j),(105+0j),(258+0j),(211+0j),(231+0j),(300+0j),(216+0j),(75+0j),(238+0j),(471+0j),(407+0j),(163+0j),(43+0j),(387+0j),(258+0j),(215+0j),(204+0j),(323+0j),(408+0j),(63+0j),(112+0j),(417+0j),(102+0j),(217+0j),(439+0j),(242+0j),(303+0j),(274+0j),(227+0j),(196+0j),(427+0j),(40+0j),(94+0j),(439+0j),(286+0j),(188+0j),(424+0j),(102+0j),(95+0j),(217+0j),(617+0j),(71+0j),(523+0j),(65+0j),(196+0j),(216+0j),(285+0j),(174+0j),(432+0j),(109+0j)
323,(0.16570518136309645+0j),(-0.11414729426324924+0.22622005414756133j),(-0.24934751380759848+0.017992614014135648j),(-0.07881227490506544+0.07302441420216625j),(-0.11414729426324924-0.22622005414756133j),(0.3874659630917568+0j),(0.19632840615679564+0.3280138823756961j),(0.15398308405421485+0.05729077221416661j),(-0.24934751380759848-0.017992614014135648j),(0.19632840615679564-0.3280138823756961j),(0.3771633227578172+0j),(0.12652317043428402-0.10132705053942856j),(-0.07881227490506544-0.07302441420216625j),(0.15398308405421485-0.05729077221416661j),(0.12652317043428402+0.10132705053942856j),(0.06966553278732933+0j),(239+0j),(319+0j),(339+0j),(103+0j),(79+0j),(351+0j),(505+0j),(65+0j),(259+0j),(200+0j),(299+0j),(242+0j),(217+0j),(378+0j),(339+0j),(66+0j),(198+0j),(362+0j),(345+0j),(95+0j),(263+0j),(141+0j),(263+0j),(333+0j),(70+0j),(386+0j),(441+0j),(103+0j),(193+0j),(377+0j),(341+0j),(89+0j),(97+0j),(480+0j),(299+0j),(124+0j),(279+0j),(155+0j),(134+0j),(432+0j),(297+0j),(171+0j),(121+0j),(411+0j),(99+0j),(451+0j),(322+0j),(128+0j),(206+0j),(370+0j),(343+0j),(81+0j),(73+0j),(364+0j),(469+0j),(94+0j),(300+0j),(174+0j),(267+0j),(259+0j),(200+0j),(357+0j),(360+0j),(83+0j)
324,(0.20243544591598706+0j),(-0.08599172240416923-0.31315973926752727j),(0.0017953641121608854-0.15554457771775718j),(-0.17339580192940773-0.041572760507430036j),(-0.08599172240416923+0.31315973926752727j),(0.5209739734211859+0j),(0.23985874968939164+0.06885050116973099j),(0.1379675302431529-0.25057702030216045j),(0.0017953641121608854+0.15554457771775718j),(0.23985874968939164-0.06885050116973099j),(0.11953113685304301+0j),(0.030405292165388266-0.13360019491163733j),(-0.17339580192940773+0.041572760507430036j),(0.1379675302431529+0.25057702030216045j),(0.030405292165388266+0.13360019491163733j),(0.15705944380978396+0j),(264+0j),(420+0j),(146+0j),(170+0j),(199+0j),(455+0j),(167+0j),(179+0j),(350+0j),(537+0j),(23+0j),(90+0j),(232+0j),(480+0j),(141+0j),(147+0j),(321+0j),(401+0j),(177+0j),(101+0j),(324+0j),(343+0j),(131+0j),(202+0j),(453+0j),(430+0j),(46+0j),(71+0j),(303+0j),(425+0j),(170+0j),(102+0j),(680+0j),(75+0j),(230+0j),(15+0j),(603+0j),(51+0j),(313+0j),(33+0j),(821+0j),(57+0j),(76+0j),(46+0j),(651+0j),(73+0j),(258+0j),(18+0j),(237+0j),(516+0j),(109+0j),(138+0j),(200+0j),(421+0j),(183+0j),(196+0j),(351+0j),(526+0j),(28+0j),(95+0j),(251+0j),(459+0j),(127+0j),(163+0j)
325,(0.12035931239221406+0j),(-0.14664584100488684+0.09292006635852804j),(0.25688333129400515+0.084527858014481j),(0.014198165962151912+0.04897156626730526j),(-0.14664584100488684-0.09292006635852804j),(0.2504097175122568+0j),(-0.24772938121093274-0.30130842638030797j),(0.020508086577869213-0.07062827856864679j),(0.25688333129400515-0.084527858014481j),(-0.24772938121093274+0.30130842638030797j),(0.6076306288532173+0j),(0.06469573160602386+0.09454888283037285j),(0.014198165962151912-0.04897156626730526j),(0.020508086577869213+0.07062827856864679j),(0.06469573160602386-0.09454888283037285j),(0.021600341242312204+0j),(172+0j),(214+0j),(580+0j),(34+0j),(598+0j),(166+0j),(121+0j),(115+0j),(304+0j),(224+0j),(409+0j),(63+0j),(157+0j),(244+0j),(560+0j),(39+0j),(78+0j),(340+0j),(351+0j),(231+0j),(259+0j),(516+0j),(173+0j),(52+0j),(324+0j),(184+0j),(123+0j),(369+0j),(75+0j),(330+0j),(373+0j),(222+0j),(126+0j),(284+0j),(221+0j),(369+0j),(158+0j),(590+0j),(189+0j),(63+0j),(70+0j),(439+0j),(290+0j),(201+0j),(92+0j),(292+0j),(250+0j),(366+0j),(157+0j),(238+0j),(565+0j),(40+0j),(606+0j),(186+0j),(122+0j),(86+0j),(280+0j),(211+0j),(421+0j),(88+0j),(180+0j),(234+0j),(546+0j),(40+0j)
326,(0.12285030357009588+0j),(-0.052950708452272933-0.0328006200167612j),(-0.011291854337971318+0.25818684687569776j),(0.16018052355597803+0.10692377791248009j),(-0.052950708452272933+0.0328006200167612j),(0.03158037128388462+0j),(-0.06406803029403271-0.11429809996797684j),(-0.09758900111930344-0.0033184232498147948j),(-0.011291854337971318-0.25818684687569776j),(-0.06406803029403271+0.11429809996797684j),(0.5436531447876896+0j),(0.20999197548394294-0.3464694086733261j),(0.16018052355597803-0.10692377791248009j),(-0.09758900111930344+0.0033184232498147948j),(0.20999197548394294+0.3464694086733261j),(0.30191618035832957+0j),(161+0j),(53+0j),(506+0j),(280+0j),(323+0j),(97+0j),(329+0j),(251+0j),(132+0j),(183+0j),(533+0j),(152+0j),(152+0j),(61+0j),(517+0j),(270+0j),(67+0j),(149+0j),(586+0j),(198+0j),(329+0j),(88+0j),(346+0j),(237+0j),(207+0j),(62+0j),(449+0j),(282+0j),(66+0j),(139+0j),(600+0j),(195+0j),(163+0j),(62+0j),(683+0j),(92+0j),(301+0j),(102+0j),(568+0j),(29+0j),(223+0j),(54+0j),(628+0j),(95+0j),(148+0j),(62+0j),(690+0j),(100+0j),(136+0j),(50+0j),(534+0j),(280+0j),(314+0j),(87+0j),(363+0j),(236+0j),(107+0j),(167+0j),(556+0j),(170+0j),(146+0j),(41+0j),(515+0j),(298+0j)
327,(0.08934021347528522+0j),(-0.07538479417796158+0.12251368901656254j),(-0.027450726727892512-0.010268603224949565j),(0.09513422253259333-0.22529216949289022j),(-0.07538479417796158-0.12251368901656254j),(0.23161430205698946+0j),(0.00908127360257702+0.04630822087046096j),(-0.38922056734997723+0.05964121939792974j),(-0.027450726727892512+0.010268603224949565j),(0.00908127360257702-0.04630822087046096j),(0.009614781257697623+0j),(-0.003336321186255216+0.08015796117350577j),(0.09513422253259333+0.22529216949289022j),(-0.38922056734997723-0.05964121939792974j),(-0.003336321186255216-0.08015796117350577j),(0.6694307032100275+0j),(109+0j),(243+0j),(45+0j),(603+0j),(34+0j),(100+0j),(163+0j),(703+0j),(106+0j),(369+0j),(70+0j),(455+0j),(112+0j),(233+0j),(57+0j),(598+0j),(125+0j),(258+0j),(323+0j),(294+0j),(63+0j),(63+0j),(394+0j),(480+0j),(299+0j),(177+0j),(179+0j),(345+0j),(136+0j),(217+0j),(344+0j),(303+0j),(73+0j),(281+0j),(271+0j),(375+0j),(102+0j),(47+0j),(265+0j),(586+0j),(119+0j),(342+0j),(240+0j),(299+0j),(76+0j),(285+0j),(270+0j),(369+0j),(115+0j),(229+0j),(77+0j),(579+0j),(38+0j),(105+0j),(123+0j),(734+0j),(97+0j),(367+0j),(79+0j),(457+0j),(104+0j),(244+0j),(54+0j),(598+0j)
328,(0.06402146888762471+0j),(0.08086611911611966-0.10868173641954007j),(-0.19883997308495194+0.03437371840586091j),(0.025361924187592557-0.014476074918973673j),(0.08086611911611966+0.10868173641954007j),(0.286638987997604+0j),(-0.3095088678277621-0.29412952661969965j),(0.05660921881475017+0.024769096811885546j),(-0.19883997308495194-0.03437371840586091j),(-0.3095088678277621+0.29412952661969965j),(0.6360192623031297+0j),(-0.08654223250415655+0.03134321567241102j),(0.025361924187592557+0.014476074918973673j),(0.05660921881475017-0.024769096811885546j),(-0.08654223250415655-0.03134321567241102j),(0.013320280811641504+0j),(112+0j),(294+0j),(559+0j),(35+0j),(185+0j),(188+0j),(518+0j),(109+0j),(321+0j),(133+0j),(384+0j),(162+0j),(99+0j),(259+0j),(594+0j),(48+0j),(266+0j),(100+0j),(266+0j),(368+0j),(91+0j),(273+0j),(455+0j),(181+0j),(355+0j),(111+0j),(172+0j),(362+0j),(254+0j),(121+0j),(215+0j),(410+0j),(298+0j),(85+0j),(294+0j),(323+0j),(141+0j),(241+0j),(469+0j),(149+0j),(136+0j),(346+0j),(448+0j),(70+0j),(268+0j),(84+0j),(313+0j),(335+0j),(109+0j),(249+0j),(609+0j),(33+0j),(181+0j),(205+0j),(537+0j),(77+0j),(317+0j),(130+0j),(384+0j),(169+0j),(115+0j),(294+0j),(550+0j),(41+0j)
329,(0.7144581341300387+0j),(0.21501859335479626-0.10547886119590613j),(-0.07222579162302414+0.07993533656900434j),(-0.1020687027537789+0.35302220888803915j),(0.21501859335479626+0.10547886119590613j),(0.08028292059030653+0j),(-0.03353783132234325+0.013393772037730638j),(-0.08283627358250233+0.09117433917554221j),(-0.07222579162302414-0.07993533656900434j),(-0.03353783132234325-0.013393772037730638j),(0.016244790917112097+0j),(0.049815293912865835-0.02426791936629624j),(-0.1020687027537789-0.35302220888803915j),(-0.08283627358250233-0.09117433917554221j),(0.049815293912865835+0.02426791936629624j),(0.1890141543625431+0j),(724+0j),(74+0j),(29+0j),(173+0j),(329+0j),(71+0j),(392+0j),(208+0j),(281+0j),(66+0j),(440+0j),(213+0j),(691+0j),(107+0j),(37+0j),(165+0j),(592+0j),(174+0j),(175+0j),(59+0j),(266+0j),(111+0j),(514+0j),(109+0j),(148+0j),(241+0j),(570+0j),(41+0j),(614+0j),(187+0j),(144+0j),(55+0j),(521+0j),(304+0j),(110+0j),(65+0j),(122+0j),(244+0j),(546+0j),(88+0j),(260+0j),(101+0j),(365+0j),(274+0j),(497+0j),(277+0j),(146+0j),(80+0j),(666+0j),(112+0j),(38+0j),(184+0j),(288+0j),(73+0j),(440+0j),(199+0j),(260+0j),(57+0j),(464+0j),(219+0j),(679+0j),(110+0j),(36+0j),(175+0j)
330,(0.09269235807142057+0j),(-0.1580946974233056+0.009256408595207717j),(0.17445029893355868+0.15499346137259007j),(0.06595195852548597-0.014674115766210574j),(-0.1580946974233056-0.009256408595207717j),(0.27056830762816336+0j),(-0.28206191924808854-0.2817754145886657j),(-0.11395205342308812+0.018441882932036305j),(0.17445029893355868-0.15499346137259007j),(-0.28206191924808854+0.2817754145886657j),(0.5874905008275402+0j),(0.09958692471417183-0.13789730333884642j),(0.06595195852548597+0.014674115766210574j),(-0.11395205342308812-0.018441882932036305j),(0.09958692471417183+0.13789730333884642j),(0.049248833472875855+0j),(133+0j),(273+0j),(530+0j),(64+0j),(466+0j),(69+0j),(198+0j),(267+0j),(216+0j),(144+0j),(465+0j),(175+0j),(127+0j),(252+0j),(559+0j),(62+0j),(68+0j),(327+0j),(400+0j),(205+0j),(195+0j),(397+0j),(265+0j),(143+0j),(291+0j),(85+0j),(180+0j),(444+0j),(80+0j),(296+0j),(413+0j),(211+0j),(215+0j),(209+0j),(417+0j),(159+0j),(231+0j),(323+0j),(400+0j),(46+0j),(89+0j),(263+0j),(530+0j),(118+0j),(195+0j),(189+0j),(447+0j),(169+0j),(154+0j),(258+0j),(531+0j),(57+0j),(500+0j),(76+0j),(169+0j),(255+0j),(198+0j),(157+0j),(465+0j),(180+0j),(142+0j),(255+0j),(531+0j),(72+0j)
